id,count
0,16.0
1,6.75
2,12.0
3,1.25
4,1.25
5,4.777777777777778
6,24.142857142857142
7,96.88888888888889
8,185.33333333333334
9,97.2
10,80.33333333333333
11,80.33333333333333
12,65.25
13,65.25
14,48.333333333333336
15,48.333333333333336
16,70.5
17,153.33333333333334
18,147.44444444444446
19,94.88888888888889
20,26.0
21,26.0
22,25.5
23,17.22222222222222
24,56.666666666666664
25,52.25
26,48.333333333333336
27,48.333333333333336
28,70.5
29,153.33333333333334
30,163.16666666666666
31,94.88888888888889
32,26.0
33,26.0
34,31.333333333333332
35,18.0
36,5.2
37,6.75
38,12.0
39,1.2
40,3.4
41,30.714285714285715
42,50.5
43,224.77777777777777
44,122.33333333333333
45,80.33333333333333
46,80.33333333333333
47,67.25
48,67.25
49,67.25
50,67.25
51,96.5
52,182.33333333333334
53,182.33333333333334
54,147.22222222222223
55,47.5
56,49.5
57,61.57142857142857
58,22.857142857142858
59,16.0
60,6.75
61,12.0
62,2.0
63,2.0
64,3.4
65,30.714285714285715
66,96.88888888888889
67,224.77777777777777
68,129.25
69,46.333333333333336
70,115.44444444444444
71,176.25
72,176.25
73,176.25
74,176.25
75,180.71428571428572
76,327.57142857142856
77,327.57142857142856
78,245.5
79,203.88888888888889
80,164.125
81,97.5
82,31.0
83,19.571428571428573
84,24.5
85,13.375
86,8.75
87,8.75
88,3.4
89,30.714285714285715
90,96.88888888888889
91,224.77777777777777
92,129.25
93,119.16666666666667
94,119.16666666666667
95,176.25
96,176.25
97,176.25
98,176.25
99,321.8
100,395.0
101,395.0
102,395.0
103,169.5
104,149.0
105,97.5
106,126.66666666666667
107,32.57142857142857
108,24.285714285714285
109,34.0
110,42.0
111,8.714285714285714
112,8.714285714285714
113,1.0
114,3.6666666666666665
115,18.714285714285715
116,36.5
117,147.77777777777777
118,212.0
119,212.0
120,212.0
121,212.0
122,212.0
123,212.0
124,131.0
125,131.0
126,131.0
127,96.66666666666667
128,74.75
129,40.333333333333336
130,32.666666666666664
131,19.0
132,9.666666666666666
133,12.0
134,2.0
135,2.0
136,3.0
137,30.714285714285715
138,124.33333333333333
139,325.5
140,149.0
141,115.44444444444444
142,115.44444444444444
143,176.25
144,176.25
145,176.25
146,176.25
147,180.71428571428572
148,327.57142857142856
149,220.0
150,181.6
151,105.125
152,105.125
153,61.57142857142857
154,31.0
155,19.571428571428573
156,24.5
157,13.375
158,3.25
159,3.0
160,30.714285714285715
161,153.75
162,325.5
163,212.0
164,128.0
165,128.0
166,176.25
167,176.25
168,176.25
169,176.25
170,321.8
171,395.0
172,395.0
173,395.0
174,169.5
175,126.5
176,97.5
177,155.125
178,32.57142857142857
179,24.285714285714285
180,58.375
181,40.0
182,8.714285714285714
183,8.714285714285714
184,1.0
185,21.0
186,50.5
187,89.16666666666667
188,212.0
189,212.0
190,212.0
191,394.0
192,394.0
193,394.0
194,283.85714285714283
195,209.66666666666666
196,227.0
197,227.0
198,41.25
199,41.25
200,40.333333333333336
201,32.666666666666664
202,45.25
203,38.0
204,64.66666666666667
205,42.0
206,6.0
207,6.0
208,21.0
209,21.0
210,50.5
211,89.16666666666667
212,236.5
213,320.6666666666667
214,320.6666666666667
215,394.0
216,472.0
217,377.0
218,283.85714285714283
219,440.3333333333333
220,309.4
221,230.33333333333334
222,158.5
223,141.0
224,114.83333333333333
225,53.125
226,19.571428571428573
227,15.6
228,4.666666666666667
229,3.25
230,3.25
231,13.5
232,56.833333333333336
233,222.0
234,222.0
235,89.33333333333333
236,89.33333333333333
237,89.33333333333333
238,89.33333333333333
239,89.33333333333333
240,89.33333333333333
241,89.33333333333333
242,180.71428571428572
243,327.57142857142856
244,395.0
245,245.5
246,169.5
247,212.66666666666666
248,97.5
249,71.33333333333333
250,19.571428571428573
251,15.6
252,4.666666666666667
253,8.75
254,8.75
255,13.5
256,56.833333333333336
257,189.0
258,457.6666666666667
259,89.33333333333333
260,89.33333333333333
261,89.33333333333333
262,89.33333333333333
263,89.33333333333333
264,89.33333333333333
265,89.33333333333333
266,180.71428571428572
267,327.57142857142856
268,327.57142857142856
269,245.5
270,263.8
271,164.125
272,97.5
273,35.333333333333336
274,27.0
275,21.0
